Ref_Date,GEO,EST,Vector,Coordinate,Value
1935,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,34500.00
1936,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,33600.00
1937,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,30900.00
1938,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,31900.00
1939,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,36000.00
1940,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,34300.00
1941,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,33200.00
1942,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,25900.00
1943,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,26900.00
1944,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,24200.00
1945,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,21900.00
1946,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,24600.00
1947,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,21600.00
1948,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,18700.00
1949,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,18400.00
1950,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,19900.00
1951,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15800.00
1952,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15300.00
1953,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,17300.00
1954,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15700.00
1955,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15100.00
1956,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,16500.00
1957,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15300.00
1958,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15600.00
1959,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,15500.00
1960,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,17000.00
1961,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,20300.00
1962,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,23000.00
1963,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,19800.00
1964,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,20800.00
1965,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,22400.00
1966,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,24500.00
1967,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,26500.00
1968,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,26500.00
1969,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,29000.00
1970,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,33000.00
1971,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,32700.00
1972,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,22000.00
1973,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,30000.00
1974,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,35000.00
1975,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,32000.00
1976,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,34500.00
1977,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,37000.00
1978,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,37000.00
1979,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,37000.00
1980,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,39500.00
1981,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,40900.00
1982,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,40100.00
1983,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,41100.00
1984,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,43500.00
1985,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,47600.00
1986,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,46417.00
1987,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,46500.00
1988,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,44500.00
1989,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,46500.00
1990,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,49500.00
1991,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,49500.00
1992,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,48000.00
1993,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,52000.00
1994,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,57000.00
1995,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,60000.00
1996,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,70100.00
1997,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,73000.00
1998,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,74000.00
1999,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,74000.00
2000,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,78000.00
2001,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,77600.00
2002,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,88000.00
2003,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,103000.00
2004,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,96000.00
2005,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,86000.00
2006,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,80600.00
2007,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,85000.00
2008,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,81000.00
2009,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,79000.00
2010,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,70000.00
2011,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,72000.00
2012,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,76000.00
2013,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,70000.00
2014,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,63000.00
2015,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,67300.00
2016,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,65914.00
2017,Manitoba,"Seeded area, potatoes (acres)",v47146,8.1,64500.00
1985,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,42600.00
1986,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,44700.00
1987,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,45500.00
1988,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,42500.00
1989,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,46000.00
1990,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,48500.00
1991,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,45000.00
1992,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,47500.00
1993,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,48000.00
1994,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,54500.00
1995,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,60000.00
1996,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,68500.00
1997,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,71500.00
1998,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,72500.00
1999,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,73000.00
2000,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,74000.00
2001,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,74600.00
2002,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,84000.00
2003,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,101500.00
2004,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,93000.00
2005,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,76000.00
2006,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,79600.00
2007,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,84500.00
2008,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,81000.00
2009,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,77500.00
2010,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,68000.00
2011,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,70000.00
2012,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,75500.00
2013,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,69500.00
2014,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,62450.00
2015,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,67000.00
2016,Manitoba,"Harvested area, potatoes (acres)",v47201,8.6,64000.00
1908,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,109.8
1909,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,119.4
1910,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,65.6
1911,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,124.3
1912,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,137.4
1913,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,118.2
1914,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,70.7
1915,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,51.5
1916,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,88.3
1917,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,63.5
1918,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,111.0
1919,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,75.5
1920,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,55.3
1921,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,92.3
1922,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,96.0
1923,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,68.1
1924,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,69.1
1925,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,84.8
1926,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,83.2
1927,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,83.9
1928,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,83.1
1929,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,38.2
1930,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,83.8
1931,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,73.9
1932,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,59.0
1933,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,63.2
1934,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,54.9
1935,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,75.4
1936,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,29.9
1937,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,80.3
1938,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,60.0
1939,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,56.0
1940,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,52.0
1941,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,90.0
1942,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,82.0
1943,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,85.0
1944,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,50.0
1945,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,60.0
1946,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,54.0
1947,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,74.0
1948,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,82.0
1949,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,68.0
1950,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,85.2
1951,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,85.2
1952,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,95.4
1953,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,102.0
1954,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,81.0
1955,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,81.0
1956,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,111.0
1957,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,69.0
1958,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,76.9
1959,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,68.5
1960,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,90.0
1961,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,37.8
1962,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,114.0
1963,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,105.0
1964,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,120.0
1965,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,117.0
1966,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,125.0
1967,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,109.4
1968,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,113.2
1969,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,131.0
1970,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,112.1
1971,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,125.4
1972,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,113.6
1973,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,146.7
1974,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,140.0
1975,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,140.6
1976,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,121.7
1977,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,148.6
1978,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,183.8
1979,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,168.0
1980,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,159.5
1981,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,168.0
1982,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,147.0
1983,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,144.0
1984,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,145.0
1985,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,190.0
1986,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,172.4
1987,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,208.9
1988,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,145.0
1989,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,135.0
1990,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,175.0
1991,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,190.0
1992,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,240.0
1993,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,205.0
1994,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,280.0
1995,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,205.0
1996,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,245.0
1997,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,230.0
1998,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,235.0
1999,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,225.0
2000,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,250.0
2001,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,234.0
2002,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,220.0
2003,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,245.0
2004,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,245.0
2005,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,210.0
2006,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,270.0
2007,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,280.0
2008,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,280.0
2009,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,280.0
2010,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,280.0
2011,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,250.0
2012,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,275.0
2013,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,310.0
2014,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,308.1
2015,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,322.8
2016,Manitoba,"Average yield, potatoes (hundredweight per harvested acres)",v47157,8.2,350.0
1908,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2284.0
1909,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2471.0
1910,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1720.0
1911,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3295.0
1912,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3709.0
1913,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3072.0
1914,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1903.0
1915,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1539.0
1916,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2825.0
1917,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2186.0
1918,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,4995.0
1919,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3172.0
1920,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2046.0
1921,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3515.0
1922,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3725.0
1923,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1942.0
1924,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1984.0
1925,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2382.0
1926,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2355.0
1927,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2324.0
1928,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2585.0
1929,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1161.0
1930,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2657.0
1931,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2800.0
1932,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1912.0
1933,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2300.0
1934,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2288.0
1935,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2600.0
1936,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1006.0
1937,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2481.0
1938,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1914.0
1939,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2016.0
1940,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1784.0
1941,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2988.0
1942,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2125.0
1943,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2287.0
1944,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1210.0
1945,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1314.0
1946,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1328.0
1947,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1598.0
1948,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1534.0
1949,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1251.0
1950,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1696.0
1951,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1346.0
1952,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1460.0
1953,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1765.0
1954,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1272.0
1955,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1223.0
1956,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1831.0
1957,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1055.0
1958,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1200.0
1959,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1062.0
1960,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,1530.0
1961,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,767.0
1962,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2622.0
1963,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2079.0
1964,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2496.0
1965,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2621.0
1966,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3062.0
1967,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2900.0
1968,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3000.0
1969,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3800.0
1970,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,3700.0
1971,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,4100.0
1972,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,2500.0
1973,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,4400.0
1974,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,4900.0
1975,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,4500.0
1976,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,4200.0
1977,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,5500.0
1978,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6800.0
1979,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6216.0
1980,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6301.0
1981,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6871.0
1982,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,5895.0
1983,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,5918.0
1984,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6308.0
1985,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,8094.0
1986,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,7706.0
1987,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,9505.0
1988,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6162.0
1989,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,6210.0
1990,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,8488.0
1991,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,8550.0
