Ref_Date,GEO,EST,Vector,Coordinate,Value
2015,Ontario,"Seeded area, potatoes (acres)",v47145,7.1,34750.00
2016,Ontario,"Seeded area, potatoes (acres)",v47145,7.1,34800.00
2017,Ontario,"Seeded area, potatoes (acres)",v47145,7.1,35400.00
1985,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,36100.00
1986,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,32100.00
1987,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,36500.00
1988,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,35000.00
1989,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,33500.00
1990,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,34000.00
1991,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,35100.00
1992,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,34500.00
1993,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,34300.00
1994,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,35100.00
1995,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,38100.00
1996,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,37000.00
1997,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,38800.00
1998,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,43100.00
1999,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,41800.00
2000,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,39800.00
2001,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,42800.00
2002,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,41700.00
2003,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,43900.00
2004,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,39000.00
2005,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,35500.00
2006,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,36000.00
2007,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,36000.00
2008,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,35200.00
2009,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,36400.00
2010,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,38000.00
2011,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,36500.00
2012,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,39500.00
2013,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,37500.00
2014,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,35000.00
2015,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,34650.00
2016,Ontario,"Harvested area, potatoes (acres)",v47200,7.6,34750.00
1908,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,75.6
1909,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,97.7
1910,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,65.5
1911,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,61.3
1912,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,86.2
1913,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,71.5
1914,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,100.4
1915,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,55.6
1916,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,36.6
1917,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,80.2
1918,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,70.0
1919,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,57.8
1920,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,91.3
1921,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,56.3
1922,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,70.6
1923,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,69.7
1924,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,88.6
1925,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,57.6
1926,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,64.5
1927,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,58.1
1928,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,65.5
1929,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,57.2
1930,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,69.0
1931,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,70.3
1932,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,61.0
1933,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,64.2
1934,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,72.0
1935,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,52.8
1936,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,64.0
1937,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,67.0
1938,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,51.0
1939,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,51.0
1940,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,46.0
1941,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,63.0
1942,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,58.7
1943,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,65.0
1944,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,71.0
1945,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,66.0
1946,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,90.0
1947,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,80.0
1948,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,106.0
1949,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,96.0
1950,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,115.2
1951,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,105.6
1952,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,120.6
1953,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,113.2
1954,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,100.8
1955,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,111.0
1956,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,140.9
1957,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,132.0
1958,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,141.0
1959,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,141.0
1960,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,175.2
1961,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,190.7
1962,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,192.0
1963,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,192.0
1964,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,198.0
1965,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,189.0
1966,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,192.0
1967,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,153.0
1968,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,191.2
1969,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,187.5
1970,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,217.5
1971,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,198.8
1972,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,181.5
1973,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,173.8
1974,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,188.0
1975,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,218.1
1976,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,208.0
1977,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,223.7
1978,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,209.2
1979,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,205.0
1980,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,197.1
1981,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,200.0
1982,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,205.1
1983,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,195.2
1984,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,191.0
1985,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,204.3
1986,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,204.1
1987,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,197.0
1988,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,155.0
1989,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,190.0
1990,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,220.0
1991,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,180.0
1992,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,239.0
1993,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,205.0
1994,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,225.0
1995,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,212.0
1996,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,200.0
1997,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,200.0
1998,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,180.0
1999,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,185.0
2000,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,190.0
2001,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,185.0
2002,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,167.0
2003,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,205.0
2004,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,202.0
2005,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,174.0
2006,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,209.0
2007,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,143.0
2008,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,220.0
2009,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,215.0
2010,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,215.0
2011,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,175.0
2012,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,190.0
2013,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,225.0
2014,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,235.0
2015,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,230.0
2016,Ontario,"Average yield, potatoes (hundredweight per harvested acres)",v47156,7.2,190.0
1908,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,13858.0
1909,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,17679.0
1910,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10380.0
1911,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9623.0
1912,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,13614.0
1913,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10863.0
1914,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,15463.0
1915,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8617.0
1916,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,4868.0
1917,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,11389.0
1918,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,11626.0
1919,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9087.0
1920,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,14377.0
1921,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9240.0
1922,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,12210.0
1923,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,11479.0
1924,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,14980.0
1925,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9429.0
1926,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9898.0
1927,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9297.0
1928,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,11875.0
1929,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8484.0
1930,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10965.0
1931,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,12042.0
1932,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9516.0
1933,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10112.0
1934,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,11830.0
1935,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7878.0
1936,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9280.0
1937,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10090.0
1938,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7456.0
1939,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7247.0
1940,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6753.0
1941,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7749.0
1942,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6983.0
1943,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7018.0
1944,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7595.0
1945,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6574.0
1946,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8856.0
1947,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7182.0
1948,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9256.0
1949,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8150.0
1950,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9066.0
1951,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,5797.0
1952,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6766.0
1953,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7132.0
1954,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,5695.0
1955,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6205.0
1956,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7565.0
1957,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7128.0
1958,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7614.0
1959,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7050.0
1960,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8935.0
1961,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9819.0
1962,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9581.0
1963,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9792.0
1964,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10098.0
1965,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9828.0
1966,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10003.0
1967,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7344.0
1968,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8604.0
1969,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8531.0
1970,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10331.0
1971,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7972.0
1972,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7823.0
1973,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7265.0
1974,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8592.0
1975,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9640.0
1976,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9466.0
1977,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,10760.0
1978,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9288.0
1979,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9225.0
1980,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8063.0
1981,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7819.0
1982,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7999.0
1983,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7281.0
1984,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7315.0
1985,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7375.0
1986,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6553.0
1987,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7190.0
1988,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,5425.0
1989,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6365.0
1990,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7480.0
1991,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6318.0
1992,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8246.0
1993,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7032.0
1994,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7898.0
1995,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8077.0
1996,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7400.0
1997,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7760.0
1998,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7758.0
1999,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7733.0
